source,airline,origin,destination,travel_date,booking_date,departure_time,arrival_time,stops,duration_minutes,cabin_class,fare,currency,days_left,collected_at
demo,Go First,HYD,BOM,2024-06-13,2024-05-28,14:00,16:28,1,148,Economy,3141.0,INR,16,2026-09-05 15:43:33.666013
demo,SpiceJet,BOM,DEL,2023-01-16,2022-11-08,06:00,08:15,0,135,Economy,4319.0,INR,69,2026-09-05 15:43:33.667012
demo,IndiGo,BLR,HYD,2023-11-24,2023-09-27,14:00,16:06,1,126,Economy,2484.0,INR,58,2026-09-05 15:43:33.667012
demo,SpiceJet,DEL,MAA,2023-03-03,2023-02-22,14:00,17:00,0,180,Economy,7050.0,INR,9,2026-09-05 15:43:33.667012
demo,SpiceJet,BLR,MAA,2024-06-01,2024-03-06,10:00,11:10,0,70,Economy,1760.0,INR,87,2026-09-05 15:43:33.667012
demo,AirAsia India,BOM,BLR,2023-08-14,2023-05-26,08:00,11:02,1,182,Premium Economy,5024.0,INR,80,2026-09-05 15:43:33.667012
demo,AirAsia India,BLR,DEL,2024-03-12,2023-12-28,20:00,23:28,1,208,Economy,3437.0,INR,75,2026-09-05 15:43:33.667012
demo,AirAsia India,DEL,CCU,2023-12-31,2023-11-30,06:00,08:15,0,135,Economy,3598.0,INR,31,2026-09-05 15:43:33.667012
demo,SpiceJet,DEL,MAA,2023-08-24,2023-07-01,20:00,00:32,2,272,Economy,4197.0,INR,54,2026-09-05 15:43:33.667012
demo,Vistara,MAA,DEL,2024-01-21,2023-12-14,12:00,16:12,1,252,Economy,5953.0,INR,38,2026-09-05 15:43:33.667012
demo,SpiceJet,MAA,BOM,2024-06-05,2024-04-19,10:00,12:00,0,120,Economy,3431.0,INR,47,2026-09-05 15:43:33.667012
demo,Akasa Air,JAI,BOM,2024-03-17,2024-03-08,10:00,13:15,1,195,Economy,4467.0,INR,9,2026-09-05 15:43:33.667012
demo,Akasa Air,BOM,HYD,2023-12-14,2023-11-12,20:00,21:30,0,90,Business,12140.0,INR,32,2026-09-05 15:43:33.667012
demo,SpiceJet,MAA,DEL,2023-03-05,2023-02-09,10:00,13:00,0,180,Economy,5384.0,INR,24,2026-09-05 15:43:33.667012
demo,AirAsia India,BOM,HYD,2023-10-21,2023-09-28,06:00,08:12,1,132,Business,10607.0,INR,23,2026-09-05 15:43:33.667012
demo,Akasa Air,HYD,DEL,2023-11-22,2023-09-30,22:00,00:30,0,150,Economy,4371.0,INR,53,2026-09-05 15:43:33.667012
demo,SpiceJet,MAA,BOM,2024-02-17,2023-12-17,06:00,08:00,0,120,Economy,3561.0,INR,62,2026-09-05 15:43:33.668012
demo,Go First,BOM,BLR,2023-12-19,2023-09-24,10:00,11:45,0,105,Economy,3267.0,INR,86,2026-09-05 15:43:33.668012
demo,Akasa Air,AMD,DEL,2024-05-06,2024-04-28,14:00,16:29,1,149,Economy,3637.0,INR,8,2026-09-05 15:43:33.668012
demo,SpiceJet,GOI,BOM,2024-04-25,2024-02-07,16:00,17:15,0,75,Economy,2284.0,INR,78,2026-09-05 15:43:33.668012
demo,IndiGo,HYD,BOM,2023-12-07,2023-11-17,06:00,07:30,0,90,Economy,4618.0,INR,20,2026-09-05 15:43:33.668012
demo,AirAsia India,CCU,DEL,2024-05-16,2024-05-05,08:00,11:21,2,201,Premium Economy,6420.0,INR,11,2026-09-05 15:43:33.668012
demo,Akasa Air,DEL,MAA,2023-11-13,2023-10-03,10:00,13:00,0,180,Business,15712.0,INR,41,2026-09-05 15:43:33.668012
demo,Vistara,JAI,BOM,2023-05-13,2023-04-29,22:00,00:54,1,174,Business,23510.0,INR,14,2026-09-05 15:43:33.668012
demo,IndiGo,BOM,HYD,2023-12-05,2023-09-17,08:00,10:42,1,162,Business,11898.0,INR,79,2026-09-05 15:43:33.668012
demo,SpiceJet,DEL,BLR,2024-01-08,2023-12-16,12:00,14:45,0,165,Economy,4532.0,INR,23,2026-09-05 15:43:33.668012
demo,Vistara,BLR,BOM,2023-03-20,2023-03-19,06:00,08:57,1,177,Economy,10970.0,INR,1,2026-09-05 15:43:33.668012
demo,Vistara,BOM,HYD,2023-10-08,2023-07-14,14:00,15:30,0,90,Economy,3547.0,INR,86,2026-09-05 15:43:33.668012
demo,SpiceJet,BLR,MAA,2024-06-15,2024-05-16,12:00,14:04,1,124,Economy,2645.0,INR,30,2026-09-05 15:43:33.668012
demo,Akasa Air,DEL,BLR,2023-05-11,2023-03-10,08:00,10:45,0,165,Economy,4032.0,INR,62,2026-09-05 15:43:33.668012
demo,IndiGo,BLR,HYD,2023-08-29,2023-06-30,20:00,21:40,1,100,Economy,2246.0,INR,60,2026-09-05 15:43:33.669011
demo,Air India,BLR,HYD,2023-04-09,2023-01-21,08:00,09:10,0,70,Economy,2529.0,INR,78,2026-09-05 15:43:33.669011
demo,Go First,DEL,MAA,2024-01-05,2023-11-16,22:00,01:48,1,228,Economy,4565.0,INR,50,2026-09-05 15:43:33.669011
demo,Go First,DEL,CCU,2023-10-23,2023-10-12,22:00,00:15,0,135,Economy,5074.0,INR,11,2026-09-05 15:43:33.669011
demo,AirAsia India,BOM,HYD,2023-04-04,2023-01-17,22:00,00:33,1,153,Economy,2635.0,INR,77,2026-09-05 15:43:33.669011
demo,Akasa Air,BOM,BLR,2023-08-24,2023-07-25,06:00,09:33,2,213,Economy,3134.0,INR,30,2026-09-05 15:43:33.669011
demo,Air India,DEL,BLR,2023-08-09,2023-06-02,10:00,13:19,1,199,Economy,4559.0,INR,68,2026-09-05 15:43:33.669011
demo,Air India,HYD,DEL,2023-07-25,2023-07-17,18:00,20:30,0,150,Economy,7614.0,INR,8,2026-09-05 15:43:33.669011
demo,SpiceJet,HYD,BOM,2024-05-22,2024-03-27,06:00,09:18,2,198,Economy,2458.0,INR,56,2026-09-05 15:43:33.669011
demo,SpiceJet,DEL,BLR,2023-11-27,2023-09-25,10:00,12:45,0,165,Economy,3713.0,INR,63,2026-09-05 15:43:33.669011
demo,AirAsia India,BLR,BOM,2024-04-30,2024-04-07,18:00,20:59,1,179,Business,12916.0,INR,23,2026-09-05 15:43:33.669011
demo,Air India,HYD,BOM,2023-04-17,2023-02-28,12:00,13:30,0,90,Economy,4449.0,INR,48,2026-09-05 15:43:33.669011
demo,IndiGo,GOI,BOM,2024-06-23,2024-05-16,22:00,00:12,1,132,Business,11793.0,INR,38,2026-09-05 15:43:33.669011
demo,AirAsia India,GOI,BOM,2023-12-10,2023-09-16,14:00,15:15,0,75,Economy,2658.0,INR,85,2026-09-05 15:43:33.670010
demo,Air India,JAI,BOM,2024-01-23,2023-12-31,14:00,16:00,0,120,Economy,5987.0,INR,23,2026-09-05 15:43:33.670010
demo,Air India,BOM,MAA,2023-09-14,2023-09-07,06:00,09:29,1,209,Economy,6731.0,INR,7,2026-09-05 15:43:33.670010
demo,IndiGo,BLR,BOM,2023-06-12,2023-05-28,16:00,17:45,0,105,Economy,3905.0,INR,15,2026-09-05 15:43:33.670010
demo,Akasa Air,BLR,HYD,2023-02-02,2022-12-27,10:00,12:05,1,125,Economy,2484.0,INR,37,2026-09-05 15:43:33.670010
demo,Air India,CCU,BOM,2023-01-08,2022-11-27,16:00,19:00,0,180,Economy,6351.0,INR,42,2026-09-05 15:43:33.670010
demo,Go First,GOI,BOM,2023-07-19,2023-05-08,08:00,09:15,0,75,Business,11297.0,INR,72,2026-09-05 15:43:33.670010
demo,SpiceJet,BLR,DEL,2024-04-13,2024-02-16,20:00,22:45,0,165,Economy,4434.0,INR,57,2026-09-05 15:43:33.670010
demo,Air India,DEL,HYD,2024-02-07,2024-01-10,18:00,21:57,1,237,Business,19099.0,INR,28,2026-09-05 15:43:33.670010
demo,AirAsia India,GOI,BOM,2023-01-04,2022-10-14,16:00,17:57,1,117,Economy,2765.0,INR,82,2026-09-05 15:43:33.670010
demo,Air India,BOM,DEL,2024-05-09,2024-04-02,12:00,14:15,0,135,Economy,5062.0,INR,37,2026-09-05 15:43:33.670010
demo,Air India,HYD,BOM,2024-05-17,2024-04-19,18:00,19:30,0,90,Economy,4540.0,INR,28,2026-09-05 15:43:33.670010
demo,SpiceJet,HYD,BOM,2023-03-28,2023-01-13,08:00,09:30,0,90,Economy,3166.0,INR,74,2026-09-05 15:43:33.670010
demo,Air India,MAA,DEL,2023-07-27,2023-05-17,10:00,13:46,1,226,Economy,5759.0,INR,71,2026-09-05 15:43:33.671010
demo,SpiceJet,JAI,BOM,2024-02-29,2023-12-21,12:00,14:54,1,174,Economy,4048.0,INR,70,2026-09-05 15:43:33.671010
demo,Akasa Air,JAI,BOM,2024-02-03,2023-11-26,08:00,10:00,0,120,Economy,3663.0,INR,69,2026-09-05 15:43:33.671010
demo,Akasa Air,BOM,MAA,2023-06-03,2023-03-21,08:00,10:38,1,158,Premium Economy,5864.0,INR,74,2026-09-05 15:43:33.671010
demo,IndiGo,BLR,DEL,2024-03-06,2023-12-31,14:00,18:12,1,252,Economy,3621.0,INR,66,2026-09-05 15:43:33.671010
demo,AirAsia India,GOI,DEL,2023-12-30,2023-11-08,20:00,23:26,1,206,Economy,4802.0,INR,52,2026-09-05 15:43:33.671010
demo,AirAsia India,DEL,MAA,2023-01-09,2023-01-08,22:00,01:00,0,180,Premium Economy,21018.0,INR,1,2026-09-05 15:43:33.671010
demo,Vistara,AMD,DEL,2023-06-26,2023-05-07,18:00,20:26,1,146,Premium Economy,7425.0,INR,50,2026-09-05 15:43:33.671010
demo,AirAsia India,MAA,BOM,2023-12-12,2023-11-16,12:00,14:38,1,158,Economy,3409.0,INR,26,2026-09-05 15:43:33.671010
demo,SpiceJet,DEL,BLR,2023-08-22,2023-05-25,08:00,10:45,0,165,Economy,3922.0,INR,89,2026-09-05 15:43:33.671010
demo,Vistara,BLR,MAA,2023-07-13,2023-07-01,14:00,16:19,1,139,Economy,3537.0,INR,12,2026-09-05 15:43:33.671010
demo,Go First,GOI,DEL,2023-04-20,2023-04-04,14:00,16:15,0,135,Premium Economy,10686.0,INR,16,2026-09-05 15:43:33.671010
demo,Air India,HYD,DEL,2023-04-22,2023-02-16,06:00,11:24,2,324,Economy,3540.0,INR,65,2026-09-05 15:43:33.672009
demo,Akasa Air,CCU,DEL,2024-01-19,2024-01-08,20:00,22:52,1,172,Economy,4329.0,INR,11,2026-09-05 15:43:33.672009
demo,Go First,DEL,BLR,2023-11-21,2023-11-03,14:00,17:56,1,236,Business,18470.0,INR,18,2026-09-05 15:43:33.672009
demo,SpiceJet,HYD,DEL,2023-05-30,2023-03-20,14:00,17:30,1,210,Business,11800.0,INR,71,2026-09-05 15:43:33.672009
demo,Akasa Air,BLR,MAA,2024-06-25,2024-04-03,22:00,23:58,1,118,Economy,1597.0,INR,83,2026-09-05 15:43:33.672009
demo,IndiGo,BOM,BLR,2023-12-24,2023-12-20,14:00,17:04,1,184,Economy,6574.0,INR,4,2026-09-05 15:43:33.672009
demo,Go First,BLR,DEL,2024-04-28,2024-04-07,08:00,11:33,1,213,Economy,4011.0,INR,21,2026-09-05 15:43:33.672009
demo,IndiGo,BLR,DEL,2023-03-07,2023-02-24,16:00,18:45,0,165,Economy,6679.0,INR,11,2026-09-05 15:43:33.672009
demo,Vistara,BLR,BOM,2023-03-14,2023-01-31,22:00,00:23,1,143,Economy,4040.0,INR,42,2026-09-05 15:43:33.672009
demo,Air India,HYD,BOM,2023-11-11,2023-08-20,18:00,20:14,1,134,Economy,3405.0,INR,83,2026-09-05 15:43:33.672009
demo,AirAsia India,CCU,DEL,2023-02-07,2022-11-15,06:00,10:51,2,291,Economy,2858.0,INR,84,2026-09-05 15:43:33.673009
demo,IndiGo,DEL,MAA,2024-02-26,2023-12-08,08:00,11:00,0,180,Economy,4794.0,INR,80,2026-09-05 15:43:33.673009
demo,AirAsia India,DEL,HYD,2023-05-16,2023-03-28,12:00,15:41,1,221,Business,13189.0,INR,49,2026-09-05 15:43:33.673009
demo,Akasa Air,JAI,BOM,2024-03-28,2024-03-08,10:00,12:34,1,154,Business,14397.0,INR,20,2026-09-05 15:43:33.673009
demo,IndiGo,BOM,DEL,2023-05-13,2023-04-21,16:00,19:00,1,180,Business,15124.0,INR,22,2026-09-05 15:43:33.673009
demo,Akasa Air,DEL,CCU,2023-12-25,2023-10-08,08:00,11:09,1,189,Economy,2779.0,INR,78,2026-09-05 15:43:33.673009
demo,Go First,JAI,BOM,2023-01-17,2022-12-02,10:00,13:01,1,181,Economy,3956.0,INR,46,2026-09-05 15:43:33.673009
demo,IndiGo,DEL,HYD,2023-05-08,2023-03-15,16:00,19:49,1,229,Economy,3382.0,INR,54,2026-09-05 15:43:33.673009
demo,Go First,MAA,DEL,2024-03-15,2024-02-17,16:00,19:00,0,180,Economy,4505.0,INR,27,2026-09-05 15:43:33.673009
demo,Akasa Air,BOM,BLR,2024-04-20,2024-03-14,06:00,08:23,1,143,Economy,3243.0,INR,37,2026-09-05 15:43:33.673009
demo,Vistara,BOM,BLR,2023-06-24,2023-04-25,10:00,11:45,0,105,Business,13376.0,INR,60,2026-09-05 15:43:33.673009
demo,Akasa Air,CCU,DEL,2024-04-14,2024-02-16,12:00,14:15,0,135,Business,13260.0,INR,58,2026-09-05 15:43:33.673009
demo,SpiceJet,BLR,HYD,2023-03-21,2023-01-10,22:00,00:36,1,156,Economy,2122.0,INR,70,2026-09-05 15:43:33.673009
demo,Vistara,DEL,MAA,2024-04-26,2024-02-13,12:00,16:22,1,262,Economy,5234.0,INR,73,2026-09-05 15:43:33.674008
demo,Vistara,BLR,HYD,2024-04-13,2024-03-28,08:00,10:30,1,150,Economy,3474.0,INR,16,2026-09-05 15:43:33.674008
demo,Akasa Air,BOM,MAA,2023-07-07,2023-04-10,14:00,16:00,0,120,Economy,3567.0,INR,88,2026-09-05 15:43:33.674008
demo,SpiceJet,DEL,BLR,2023-04-06,2023-02-28,20:00,23:22,1,202,Economy,3922.0,INR,37,2026-09-05 15:43:33.674008
demo,SpiceJet,BOM,MAA,2024-05-22,2024-04-07,20:00,22:35,1,155,Economy,3112.0,INR,45,2026-09-05 15:43:33.674008
demo,Akasa Air,AMD,DEL,2023-10-13,2023-08-02,16:00,17:20,0,80,Economy,2958.0,INR,72,2026-09-05 15:43:33.674008
demo,Vistara,DEL,MAA,2023-11-05,2023-09-16,10:00,14:18,1,258,Economy,6154.0,INR,50,2026-09-05 15:43:33.674008
demo,Vistara,BLR,HYD,2023-11-02,2023-09-24,10:00,11:10,0,70,Economy,2879.0,INR,39,2026-09-05 15:43:33.674008
demo,Go First,JAI,BOM,2023-11-26,2023-10-31,20:00,22:53,1,173,Premium Economy,7812.0,INR,26,2026-09-05 15:43:33.674008
demo,Vistara,CCU,DEL,2023-05-10,2023-04-27,06:00,08:15,0,135,Premium Economy,10332.0,INR,13,2026-09-05 15:43:33.674008
demo,IndiGo,CCU,BOM,2023-01-29,2022-11-21,06:00,09:00,0,180,Business,13901.0,INR,69,2026-09-05 15:43:33.674008
demo,Vistara,DEL,BOM,2023-12-08,2023-11-08,08:00,11:31,1,211,Economy,5470.0,INR,30,2026-09-05 15:43:33.674008
demo,SpiceJet,AMD,DEL,2023-11-15,2023-09-19,14:00,15:20,0,80,Economy,2920.0,INR,57,2026-09-05 15:43:33.674008
demo,IndiGo,BOM,HYD,2023-09-25,2023-08-11,14:00,15:30,0,90,Business,13950.0,INR,45,2026-09-05 15:43:33.675007
demo,Akasa Air,HYD,BOM,2023-05-28,2023-05-25,06:00,07:30,0,90,Premium Economy,13240.0,INR,3,2026-09-05 15:43:33.675007
demo,SpiceJet,DEL,HYD,2024-06-12,2024-04-14,10:00,13:30,2,210,Economy,3256.0,INR,59,2026-09-05 15:43:33.675007
demo,SpiceJet,DEL,BOM,2024-04-22,2024-02-17,22:00,00:15,0,135,Economy,3701.0,INR,65,2026-09-05 15:43:33.675007
demo,SpiceJet,CCU,BOM,2023-05-25,2023-05-20,16:00,19:00,0,180,Economy,7943.0,INR,5,2026-09-05 15:43:33.675007
demo,IndiGo,MAA,BOM,2023-03-22,2023-01-27,10:00,13:02,1,182,Business,13159.0,INR,54,2026-09-05 15:43:33.675007
demo,Vistara,DEL,BLR,2023-05-01,2023-03-05,20:00,22:45,0,165,Economy,6075.0,INR,57,2026-09-05 15:43:33.675007
demo,Go First,DEL,MAA,2024-01-27,2023-12-08,08:00,11:00,0,180,Economy,4102.0,INR,50,2026-09-05 15:43:33.675007
demo,Go First,BLR,DEL,2024-04-22,2024-02-22,16:00,18:45,0,165,Economy,4824.0,INR,60,2026-09-05 15:43:33.675007
demo,SpiceJet,DEL,CCU,2024-04-06,2024-01-28,22:00,02:47,2,287,Premium Economy,4483.0,INR,69,2026-09-05 15:43:33.675007
demo,Go First,BOM,BLR,2024-01-23,2023-12-27,14:00,17:17,2,197,Economy,2840.0,INR,27,2026-09-05 15:43:33.675007
demo,Air India,BLR,MAA,2023-12-25,2023-11-08,14:00,16:39,1,159,Economy,2364.0,INR,47,2026-09-05 15:43:33.675007
demo,Go First,DEL,BOM,2023-07-15,2023-05-01,14:00,17:29,1,209,Economy,2983.0,INR,75,2026-09-05 15:43:33.676007
demo,Go First,MAA,BOM,2023-10-09,2023-08-04,20:00,22:38,1,158,Economy,2729.0,INR,66,2026-09-05 15:43:33.676007
demo,Air India,BOM,BLR,2023-12-13,2023-12-08,06:00,07:45,0,105,Economy,7425.0,INR,5,2026-09-05 15:43:33.676007
demo,Air India,DEL,HYD,2023-10-01,2023-07-26,20:00,23:14,1,194,Premium Economy,7666.0,INR,67,2026-09-05 15:43:33.676007
demo,Akasa Air,BLR,DEL,2023-10-08,2023-07-11,16:00,20:10,1,250,Premium Economy,6178.0,INR,89,2026-09-05 15:43:33.676007
demo,Air India,BOM,BLR,2023-10-20,2023-09-07,06:00,07:45,0,105,Business,12654.0,INR,43,2026-09-05 15:43:33.676007
demo,Go First,JAI,BOM,2024-02-09,2024-01-01,06:00,09:07,1,187,Economy,4498.0,INR,39,2026-09-05 15:43:33.676007
demo,IndiGo,BLR,MAA,2023-03-21,2022-12-22,18:00,19:10,0,70,Economy,2333.0,INR,89,2026-09-05 15:43:33.676007
demo,Vistara,CCU,DEL,2023-05-13,2023-04-21,10:00,12:47,1,167,Premium Economy,9240.0,INR,22,2026-09-05 15:43:33.676007
demo,Go First,AMD,DEL,2023-11-06,2023-10-20,08:00,09:20,0,80,Economy,3549.0,INR,17,2026-09-05 15:43:33.676007
demo,Vistara,AMD,DEL,2023-04-15,2023-02-23,14:00,15:20,0,80,Economy,4460.0,INR,51,2026-09-05 15:43:33.676007
demo,AirAsia India,BLR,HYD,2023-05-25,2023-05-16,18:00,20:23,1,143,Economy,2545.0,INR,9,2026-09-05 15:43:33.676007
demo,Go First,JAI,BOM,2023-10-20,2023-08-20,06:00,08:00,0,120,Economy,3039.0,INR,61,2026-09-05 15:43:33.676007
demo,Air India,DEL,BLR,2024-02-28,2023-12-02,12:00,16:33,2,273,Premium Economy,7427.0,INR,88,2026-09-05 15:43:33.677006
demo,AirAsia India,DEL,BOM,2023-04-22,2023-03-20,22:00,00:15,0,135,Economy,3635.0,INR,33,2026-09-05 15:43:33.677006
demo,Air India,BLR,BOM,2023-02-26,2023-01-14,22:00,23:45,0,105,Economy,4092.0,INR,43,2026-09-05 15:43:33.677006
demo,IndiGo,BOM,MAA,2023-11-26,2023-09-25,06:00,08:00,0,120,Economy,3573.0,INR,62,2026-09-05 15:43:33.677006
demo,IndiGo,DEL,BLR,2023-05-10,2023-04-02,18:00,22:14,1,254,Business,16136.0,INR,38,2026-09-05 15:43:33.677006
demo,AirAsia India,GOI,DEL,2023-09-20,2023-07-02,08:00,10:15,0,135,Economy,3789.0,INR,80,2026-09-05 15:43:33.677006
demo,Akasa Air,DEL,MAA,2023-12-08,2023-11-20,22:00,02:21,1,261,Economy,5139.0,INR,18,2026-09-05 15:43:33.677006
demo,AirAsia India,BOM,BLR,2023-03-18,2023-01-24,22:00,23:45,0,105,Business,10050.0,INR,53,2026-09-05 15:43:33.677006
demo,Go First,JAI,BOM,2024-01-31,2024-01-29,06:00,08:00,0,120,Economy,11183.0,INR,2,2026-09-05 15:43:33.677006
demo,SpiceJet,BLR,MAA,2023-03-05,2022-12-25,20:00,21:10,0,70,Economy,2187.0,INR,70,2026-09-05 15:43:33.677006
demo,Go First,DEL,MAA,2023-06-20,2023-05-27,06:00,10:03,1,243,Economy,4944.0,INR,24,2026-09-05 15:43:33.677006
demo,Go First,HYD,DEL,2024-06-21,2024-06-19,16:00,19:17,1,197,Economy,10560.0,INR,2,2026-09-05 15:43:33.677006
demo,Akasa Air,DEL,CCU,2024-05-25,2024-05-06,10:00,12:45,1,165,Economy,4156.0,INR,19,2026-09-05 15:43:33.677006
demo,IndiGo,DEL,MAA,2023-10-02,2023-08-18,14:00,17:00,0,180,Economy,5465.0,INR,45,2026-09-05 15:43:33.677006
demo,Vistara,HYD,DEL,2023-04-08,2023-02-21,22:00,00:30,0,150,Economy,5332.0,INR,46,2026-09-05 15:43:33.678005
demo,Akasa Air,CCU,BOM,2024-04-30,2024-04-11,20:00,00:08,1,248,Economy,4292.0,INR,19,2026-09-05 15:43:33.678005
demo,Akasa Air,BLR,MAA,2023-11-23,2023-09-29,18:00,19:10,0,70,Premium Economy,3955.0,INR,55,2026-09-05 15:43:33.678005
demo,Go First,HYD,BOM,2024-01-06,2023-11-17,14:00,15:30,0,90,Economy,3493.0,INR,50,2026-09-05 15:43:33.678005
demo,Vistara,GOI,DEL,2023-06-26,2023-05-26,20:00,23:06,1,186,Economy,6360.0,INR,31,2026-09-05 15:43:33.678005
demo,Akasa Air,BLR,HYD,2023-05-22,2023-04-23,16:00,17:10,0,70,Economy,2881.0,INR,29,2026-09-05 15:43:33.678005
demo,Akasa Air,BLR,HYD,2024-03-28,2024-03-21,18:00,20:42,2,162,Business,11590.0,INR,7,2026-09-05 15:43:33.678005
demo,SpiceJet,BLR,MAA,2024-02-26,2024-01-11,10:00,11:10,0,70,Economy,2224.0,INR,46,2026-09-05 15:43:33.678005
demo,AirAsia India,DEL,BLR,2023-08-01,2023-05-07,18:00,20:45,0,165,Economy,3734.0,INR,86,2026-09-05 15:43:33.678005
demo,Akasa Air,DEL,BOM,2023-05-02,2023-04-20,08:00,11:39,1,219,Economy,4662.0,INR,12,2026-09-05 15:43:33.678005
demo,SpiceJet,BOM,HYD,2023-08-10,2023-07-07,06:00,07:30,0,90,Business,11573.0,INR,34,2026-09-05 15:43:33.678005
demo,AirAsia India,CCU,DEL,2024-05-10,2024-02-13,22:00,01:21,1,201,Business,12080.0,INR,87,2026-09-05 15:43:33.678005
demo,AirAsia India,DEL,CCU,2023-09-24,2023-07-07,06:00,09:24,1,204,Economy,2872.0,INR,79,2026-09-05 15:43:33.678005
demo,AirAsia India,AMD,DEL,2023-07-14,2023-05-09,18:00,19:53,1,113,Economy,2193.0,INR,66,2026-09-05 15:43:33.678005
demo,Air India,BOM,BLR,2023-08-04,2023-07-06,10:00,12:20,1,140,Economy,4115.0,INR,29,2026-09-05 15:43:33.678005
demo,Go First,GOI,DEL,2024-04-17,2024-02-03,20:00,22:15,0,135,Business,16581.0,INR,74,2026-09-05 15:43:33.679005
demo,Vistara,CCU,BOM,2023-03-23,2023-03-08,18:00,21:00,0,180,Business,21524.0,INR,15,2026-09-05 15:43:33.679005
demo,IndiGo,CCU,BOM,2023-05-21,2023-03-10,18:00,21:00,0,180,Economy,4514.0,INR,72,2026-09-05 15:43:33.679005
demo,SpiceJet,BOM,HYD,2024-01-14,2023-12-15,10:00,12:08,1,128,Economy,3477.0,INR,30,2026-09-05 15:43:33.679005
demo,AirAsia India,DEL,MAA,2024-02-08,2023-11-18,22:00,01:43,1,223,Premium Economy,6980.0,INR,82,2026-09-05 15:43:33.679005
demo,AirAsia India,BOM,BLR,2023-08-01,2023-06-21,18:00,21:03,2,183,Economy,2587.0,INR,41,2026-09-05 15:43:33.679005
demo,Akasa Air,CCU,BOM,2024-04-12,2024-03-26,22:00,02:23,1,263,Economy,5561.0,INR,17,2026-09-05 15:43:33.679005
demo,Vistara,BLR,BOM,2023-10-25,2023-08-26,06:00,07:45,0,105,Economy,4809.0,INR,60,2026-09-05 15:43:33.679005
demo,Akasa Air,MAA,DEL,2023-06-18,2023-05-14,16:00,19:00,0,180,Economy,4838.0,INR,35,2026-09-05 15:43:33.679005
demo,Vistara,HYD,DEL,2023-11-16,2023-10-02,18:00,20:30,0,150,Economy,5593.0,INR,45,2026-09-05 15:43:33.679005
demo,Akasa Air,HYD,DEL,2024-03-25,2024-02-16,18:00,20:30,0,150,Premium Economy,8579.0,INR,38,2026-09-05 15:43:33.679005
demo,SpiceJet,GOI,BOM,2023-05-23,2023-04-23,08:00,10:35,1,155,Economy,3201.0,INR,30,2026-09-05 15:43:33.679005
demo,SpiceJet,BOM,MAA,2023-10-12,2023-09-21,20:00,22:00,0,120,Economy,3775.0,INR,21,2026-09-05 15:43:33.679005
demo,SpiceJet,HYD,DEL,2024-05-01,2024-04-16,16:00,18:30,0,150,Economy,4433.0,INR,15,2026-09-05 15:43:33.679005
demo,SpiceJet,DEL,BOM,2023-10-21,2023-09-11,12:00,14:15,0,135,Business,12119.0,INR,40,2026-09-05 15:43:33.680004
demo,IndiGo,DEL,BLR,2023-09-16,2023-09-04,10:00,13:27,1,207,Economy,5229.0,INR,12,2026-09-05 15:43:33.680004
demo,Go First,BLR,DEL,2023-06-14,2023-05-23,22:00,01:36,1,216,Economy,4084.0,INR,22,2026-09-05 15:43:33.680004
demo,SpiceJet,CCU,DEL,2023-01-03,2022-11-05,14:00,16:15,0,135,Economy,3953.0,INR,59,2026-09-05 15:43:33.680004
demo,SpiceJet,DEL,MAA,2024-04-02,2024-01-31,20:00,23:00,0,180,Economy,5367.0,INR,62,2026-09-05 15:43:33.680004
demo,IndiGo,JAI,BOM,2023-09-13,2023-07-29,14:00,16:00,0,120,Economy,4935.0,INR,46,2026-09-05 15:43:33.680004
demo,Vistara,AMD,DEL,2023-04-11,2023-04-01,18:00,19:20,0,80,Business,21030.0,INR,10,2026-09-05 15:43:33.680004
demo,Vistara,BOM,HYD,2024-06-17,2024-04-17,06:00,08:20,1,140,Economy,3973.0,INR,61,2026-09-05 15:43:33.680004
demo,IndiGo,JAI,BOM,2023-04-17,2023-04-10,22:00,00:00,0,120,Business,24476.0,INR,7,2026-09-05 15:43:33.680004
demo,AirAsia India,BOM,DEL,2023-05-13,2023-03-29,14:00,17:33,1,213,Economy,3491.0,INR,45,2026-09-05 15:43:33.680004
demo,SpiceJet,BLR,MAA,2023-02-08,2023-02-05,12:00,13:10,0,70,Economy,5376.0,INR,3,2026-09-05 15:43:33.680004
demo,Akasa Air,CCU,DEL,2023-11-19,2023-10-26,18:00,20:15,0,135,Business,12691.0,INR,24,2026-09-05 15:43:33.680004
demo,Air India,DEL,MAA,2023-01-03,2022-10-09,06:00,09:00,0,180,Economy,4963.0,INR,86,2026-09-05 15:43:33.680004
demo,IndiGo,GOI,BOM,2023-12-08,2023-11-22,14:00,15:45,1,105,Economy,3216.0,INR,16,2026-09-05 15:43:33.680004
demo,Akasa Air,DEL,MAA,2024-05-30,2024-04-01,14:00,17:44,1,224,Economy,4591.0,INR,59,2026-09-05 15:43:33.681003
demo,AirAsia India,DEL,HYD,2023-09-26,2023-09-24,22:00,01:43,1,223,Premium Economy,20724.0,INR,2,2026-09-05 15:43:33.681003
demo,AirAsia India,AMD,DEL,2024-05-21,2024-03-12,20:00,21:20,0,80,Premium Economy,4452.0,INR,70,2026-09-05 15:43:33.681003
demo,Go First,BOM,HYD,2023-12-08,2023-10-02,16:00,18:03,1,123,Economy,3044.0,INR,67,2026-09-05 15:43:33.681003
